       0       0  2.16058e+09
       0       1  1.72715e+10
       0       2  3.44588e+10
       0       3  5.14783e+10
       0       4  6.82469e+10
       0       5  8.46831e+10
       0       6  1.00707e+11
       0       7  1.16240e+11
       0       8  1.31206e+11
       0       9  1.45534e+11
       0      10  1.59152e+11
       0      11  1.71995e+11
       0      12  1.84000e+11
       0      13  1.95109e+11
       0      14  2.05267e+11
       0      15  2.14425e+11
       0      16  2.22539e+11
       0      17  2.29568e+11
       0      18  2.35479e+11
       0      19  2.40242e+11
       0      20  2.43835e+11
       0      21  2.46241e+11
       0      22  2.47446e+11
       0      23  2.47446e+11
       0      24  2.46241e+11
       0      25  2.43835e+11
       0      26  2.40242e+11
       0      27  2.35479e+11
       0      28  2.29568e+11
       0      29  2.22539e+11
       0      30  2.14425e+11
       0      31  2.05267e+11
       0      32  1.95109e+11
       0      33  1.84000e+11
       0      34  1.71995e+11
       0      35  1.59152e+11
       0      36  1.45534e+11
       0      37  1.31206e+11
       0      38  1.16240e+11
       0      39  1.00707e+11
       0      40  8.46831e+10
       0      41  6.82469e+10
       0      42  5.14783e+10
       0      43  3.44588e+10
       0      44  1.72715e+10
       0      45  2.16058e+09
       1       0  2.16058e+09
       1       1  1.72715e+10
       1       2  3.44588e+10
       1       3  5.14783e+10
       1       4  6.82469e+10
       1       5  8.46831e+10
       1       6  1.00707e+11
       1       7  1.16240e+11
       1       8  1.31206e+11
       1       9  1.45534e+11
       1      10  1.59152e+11
       1      11  1.71995e+11
       1      12  1.84000e+11
       1      13  1.95109e+11
       1      14  2.05267e+11
       1      15  2.14425e+11
       1      16  2.22539e+11
       1      17  2.29568e+11
       1      18  2.35479e+11
       1      19  2.40242e+11
       1      20  2.43835e+11
       1      21  2.46241e+11
       1      22  2.47446e+11
       1      23  2.47446e+11
       1      24  2.46241e+11
       1      25  2.43835e+11
       1      26  2.40242e+11
       1      27  2.35479e+11
       1      28  2.29568e+11
       1      29  2.22539e+11
       1      30  2.14425e+11
       1      31  2.05267e+11
       1      32  1.95109e+11
       1      33  1.84000e+11
       1      34  1.71995e+11
       1      35  1.59152e+11
       1      36  1.45534e+11
       1      37  1.31206e+11
       1      38  1.16240e+11
       1      39  1.00707e+11
       1      40  8.46831e+10
       1      41  6.82469e+10
       1      42  5.14783e+10
       1      43  3.44588e+10
       1      44  1.72715e+10
       1      45  2.16058e+09
       2       0  2.16058e+09
       2       1  1.72715e+10
       2       2  3.44588e+10
       2       3  5.14783e+10
       2       4  6.82469e+10
       2       5  8.46831e+10
       2       6  1.00707e+11
       2       7  1.16240e+11
       2       8  1.31206e+11
       2       9  1.45534e+11
       2      10  1.59152e+11
       2      11  1.71995e+11
       2      12  1.84000e+11
       2      13  1.95109e+11
       2      14  2.05267e+11
       2      15  2.14425e+11
       2      16  2.22539e+11
       2      17  2.29568e+11
       2      18  2.35479e+11
       2      19  2.40242e+11
       2      20  2.43835e+11
       2      21  2.46241e+11
       2      22  2.47446e+11
       2      23  2.47446e+11
       2      24  2.46241e+11
       2      25  2.43835e+11
       2      26  2.40242e+11
       2      27  2.35479e+11
       2      28  2.29568e+11
       2      29  2.22539e+11
       2      30  2.14425e+11
       2      31  2.05267e+11
       2      32  1.95109e+11
       2      33  1.84000e+11
       2      34  1.71995e+11
       2      35  1.59152e+11
       2      36  1.45534e+11
       2      37  1.31206e+11
       2      38  1.16240e+11
       2      39  1.00707e+11
       2      40  8.46831e+10
       2      41  6.82469e+10
       2      42  5.14783e+10
       2      43  3.44588e+10
       2      44  1.72715e+10
       2      45  2.16058e+09
       3       0  2.16058e+09
       3       1  1.72715e+10
       3       2  3.44588e+10
       3       3  5.14783e+10
       3       4  6.82469e+10
       3       5  8.46831e+10
       3       6  1.00707e+11
       3       7  1.16240e+11
       3       8  1.31206e+11
       3       9  1.45534e+11
       3      10  1.59152e+11
       3      11  1.71995e+11
       3      12  1.84000e+11
       3      13  1.95109e+11
       3      14  2.05267e+11
       3      15  2.14425e+11
       3      16  2.22539e+11
       3      17  2.29568e+11
       3      18  2.35479e+11
       3      19  2.40242e+11
       3      20  2.43835e+11
       3      21  2.46241e+11
       3      22  2.47446e+11
       3      23  2.47446e+11
       3      24  2.46241e+11
       3      25  2.43835e+11
       3      26  2.40242e+11
       3      27  2.35479e+11
       3      28  2.29568e+11
       3      29  2.22539e+11
       3      30  2.14425e+11
       3      31  2.05267e+11
       3      32  1.95109e+11
       3      33  1.84000e+11
       3      34  1.71995e+11
       3      35  1.59152e+11
       3      36  1.45534e+11
       3      37  1.31206e+11
       3      38  1.16240e+11
       3      39  1.00707e+11
       3      40  8.46831e+10
       3      41  6.82469e+10
       3      42  5.14783e+10
       3      43  3.44588e+10
       3      44  1.72715e+10
       3      45  2.16058e+09
       4       0  2.16058e+09
       4       1  1.72715e+10
       4       2  3.44588e+10
       4       3  5.14783e+10
       4       4  6.82469e+10
       4       5  8.46831e+10
       4       6  1.00707e+11
       4       7  1.16240e+11
       4       8  1.31206e+11
       4       9  1.45534e+11
       4      10  1.59152e+11
       4      11  1.71995e+11
       4      12  1.84000e+11
       4      13  1.95109e+11
       4      14  2.05267e+11
       4      15  2.14425e+11
       4      16  2.22539e+11
       4      17  2.29568e+11
       4      18  2.35479e+11
       4      19  2.40242e+11
       4      20  2.43835e+11
       4      21  2.46241e+11
       4      22  2.47446e+11
       4      23  2.47446e+11
       4      24  2.46241e+11
       4      25  2.43835e+11
       4      26  2.40242e+11
       4      27  2.35479e+11
       4      28  2.29568e+11
       4      29  2.22539e+11
       4      30  2.14425e+11
       4      31  2.05267e+11
       4      32  1.95109e+11
       4      33  1.84000e+11
       4      34  1.71995e+11
       4      35  1.59152e+11
       4      36  1.45534e+11
       4      37  1.31206e+11
       4      38  1.16240e+11
       4      39  1.00707e+11
       4      40  8.46831e+10
       4      41  6.82469e+10
       4      42  5.14783e+10
       4      43  3.44588e+10
       4      44  1.72715e+10
       4      45  2.16058e+09
       5       0  2.16058e+09
       5       1  1.72715e+10
       5       2  3.44588e+10
       5       3  5.14783e+10
       5       4  6.82469e+10
       5       5  8.46831e+10
       5       6  1.00707e+11
       5       7  1.16240e+11
       5       8  1.31206e+11
       5       9  1.45534e+11
       5      10  1.59152e+11
       5      11  1.71995e+11
       5      12  1.84000e+11
       5      13  1.95109e+11
       5      14  2.05267e+11
       5      15  2.14425e+11
       5      16  2.22539e+11
       5      17  2.29568e+11
       5      18  2.35479e+11
       5      19  2.40242e+11
       5      20  2.43835e+11
       5      21  2.46241e+11
       5      22  2.47446e+11
       5      23  2.47446e+11
       5      24  2.46241e+11
       5      25  2.43835e+11
       5      26  2.40242e+11
       5      27  2.35479e+11
       5      28  2.29568e+11
       5      29  2.22539e+11
       5      30  2.14425e+11
       5      31  2.05267e+11
       5      32  1.95109e+11
       5      33  1.84000e+11
       5      34  1.71995e+11
       5      35  1.59152e+11
       5      36  1.45534e+11
       5      37  1.31206e+11
       5      38  1.16240e+11
       5      39  1.00707e+11
       5      40  8.46831e+10
       5      41  6.82469e+10
       5      42  5.14783e+10
